title,tags
Automatically release mutex on crashes in Unix,c
Rails3 Nested Attributes Using Parent Values in Save Action,ruby-on-rails
Rails: Paperclip & previews?,ruby-on-rails
Rails routing. Singular resource,ruby-on-rails
Rails: Any gems to automatically generate thumbnails from given link?,ruby-on-rails
How to display uid, size and file's type?
Rails 4 + enum: How to upcase the values in a collection_select?,ruby-on-rails
"""Missing host to link to!"" for Devise",ruby-on-rails
Default page in Apache + Passenger + Rails 3.1,ruby-on-rails
Update Facebook Page Wall via API,ruby-on-rails
writing in c with printf and scanf not working as expected,c
Copying between byte array and unsigned long,c
Segmentation fault in file accessing,c
How to retrieve serialized data?,ruby-on-rails
How to pass parameters between controller actions without using sessions?,ruby-on-rails
check_box_tag onclick event including javascript,ruby-on-rails
Undefined method 'visit' (using rspec and capybara),ruby-on-rails
How to call rails 3 model method in the console,ruby-on-rails
Freeing memory allocated for a Tree - C,c
undefined method 'validate' for AdServeModel < Couchbase::Model,ruby-on-rails
Convert hex string (char []) to int?,c
Ruby on Rails 3.0 Pusher Chat,ruby-on-rails
Requiring a gem inside a gem's rake task,ruby-on-rails
Devise custom after_update_path_for not being called(Rails 4),ruby-on-rails
How to allow certain threads to have priority in locking a mutex use PTHREADS,c
Get all associated objects on self join objects and its children,ruby-on-rails
rails4 + mongoid + carrierwave + fog + jquery-file-upload - TypeError (no implicit conversion of nil into String),ruby-on-rails
Errno::ENOENT No such file or directory,ruby-on-rails
differs in levels of indirection from 'int ()' (C),c
Rails - How to access the current environment's host URL?,ruby-on-rails
Using titleize for acronym in Rails,ruby-on-rails
Passing a pointer to a char array to a function,c
Rails generate controller (under a namespace),ruby-on-rails
How to delete and rename files in C on windows,c
LIKE operator in active record query with associations,ruby-on-rails
Why am I getting Gem::LoadError when requiring the clockwork gem?,ruby-on-rails
Error: Expected unqualified-id before numeric constant,c
catching all signals in linux,c
PostgreSQL and sorting, set locale at Heroku
Only one usage of each socket address (protocol/network address/port) is normally permitted. - bind(2) (Errno::EADDRINUSE),ruby-on-rails
Populate Rails form fields,ruby-on-rails
Printing a checker board,c
Problem updating a database field from my controller,ruby-on-rails
"""this"" pointer in C (not C++)",c
Is there a Ruby on Rails site thumbnail generator available?,ruby-on-rails
How to pass an instance of an object via link_to (Date as example),ruby-on-rails
NoMethodError: undefined method `devise' for User(no database connection):Class,ruby-on-rails
"Failing installing pg gem, ""mkmf.rb can't find header files for ruby"" (Mac OSX 10.6.5)",ruby-on-rails
Override Capistrano default behavior,ruby-on-rails
How to find whether the string is a Lapindrome?,c
Heroku app takes too long to load at times,ruby-on-rails
Unaligned memory access,c
warning: type qualifiers ignored on function return type in gcc 4.1.2,c
How to connect two computers over internet using socket programming in C?,c
How to remove validation using instance_eval clause in Rails?,ruby-on-rails
how to get hash values by position in ruby?,ruby-on-rails
How to Configure Capistrano to Deploy from Local Git Repository?,ruby-on-rails
Net::SMTPAuthenticationError when sending email from Rails app (on staging environment),ruby-on-rails
How to install Ruby on Rails 3.0 on Ubuntu 10.10?,ruby-on-rails
Rails 4 Dynamic Subdomains,ruby-on-rails
how to use update_attributes in rails 4?,ruby-on-rails
How much overhead can the -fPIC flag add?,c
how to wait for starting thread to have executed init code,c
Client sending data to a port using TCP socket using C,c
use isdigit() macro to parse command line,c
button_to using GET method,ruby-on-rails
soap client for ruby 1.9 and rails,ruby-on-rails
Active admin redirects after login,ruby-on-rails
Delete a file in C,c
mmap, memcpy to copy file from A to B
Why does this code crash during a dynamic allocation?,c
Yielding a process in Linux,c
Creating specific process tree using fork() in C,c
Why would scanf crash while reading a string?,c
Segmentation fault in C recursive Combination (nCr),c
deeply nested RESTful resources in Rails,ruby-on-rails
kaminari ajax pagination not updating the paginate,ruby-on-rails
What is the best algorithm for this array-comparison problem?,c
Rails form_tag, adding a hidden field
C program, Stack Calculator
Rails/Ruby 1.9: Is there a better way to put Unicode in source files than sticking # encoding at the top of every file,ruby-on-rails
how to create hash from xml in rails?,ruby-on-rails
rails 3, in link_to how specify target AND optional url params?
Rails/Ruby delete_if,ruby-on-rails
"Meaning of printf(""%c"", **++argv);?",c
how to control popen stdin, stdout
no such file to load -- nokogiri,ruby-on-rails
"Rails ""AssociationTypeMismatch"" Error",ruby-on-rails
"How to use ""impressionist"" gem in Rails?",ruby-on-rails
Parenthesis Matching with Boolean Expression,c
How can a single form_for work for new, update and edit?
Reverse an array without using iteration,c
Loop interchange versus Loop tiling,c
Rails migration for change column,ruby-on-rails
Openmp. How to retrieve the core id in which a thread is running,c
catching the WM_DEVICECHANGE,c
What's the easiest way to parse a string in C?,c
Calling a model method at a specific time (Ruby on Rails),ruby-on-rails
Why this pthread code just hangs?,c
How to find execution time (if possible in nanoseconds) of the sections in a C code on linux with intel dual core?,c
How to save an image in paperclip via URL,ruby-on-rails
Validating the phone number with a regex ruby,ruby-on-rails
Where can I find the latest C specification?,c
How do I read/write a shared variable with pthreads?,c
How to write to stdin of execved process?,c
int to char casting,c
How to use pthread_mutex_trylock?,c
"In C, how does the read function ""know"" when there is nothing left to read?",c
Using WinRT from C?,c
Replacing Broken External Images With Custom Image,ruby-on-rails
Typhoeus::Request.new(...) doesn't work, but Typhoeus::Request.get(...) does!
pointer to pointers for singly linked list in C,c
Imitate/emulate a big-endian behavior in C?,c
Convert char to float in c,c
Using color palettes with SDL,c
Question about IsDialogMessage() in WIN32,c
stddef.h |212|error: expected ‘=’, ‘
Skip email validation in Devise,ruby-on-rails
Heroku, Rails and Remote Microsoft SQL Server
Rails 3 finding parents which have no child,ruby-on-rails
Unit Testing Frameworks for C:  Comparison,c
C Switch-case curly braces after every case,c
pointer of a pointer in linked list append,c
free char pointer inside a function,c
Best practices for using pgcrypto PGP encryption with Heroku and Rails,ruby-on-rails
Undefined method `gsub' for nil:NilClass driving me insane in ruby on rails,ruby-on-rails
Could not find bundler (>= 0) amongst [] (Gem::LoadError) with rails 2.3.18,ruby-on-rails
How to use glDrawElements while keeping Texture Coordinates correct?,c
Does ruby 1.9.2 fully supports rails 2.3.x projects?,ruby-on-rails
"PGError: ERROR: unrecognized time zone name: ""UTC""",ruby-on-rails
Rails 3.2 ActiveRecord concurrency,ruby-on-rails
rake assets:precompile aborting, can't push to heroku
ruby on rails regular expression find and remove tags between tags in html string,ruby-on-rails
Instance variables in partial view,ruby-on-rails
CUDA: Using cudaMemcpyHostToDevice with structs,c
Rails 5: Array values in the parameter to `Gem.paths=` are deprecated,ruby-on-rails
How to implement printf style functions in C,c
xmpp server and ruby on rails integration recommendations?,ruby-on-rails
Rails Devise views not rendering,ruby-on-rails
Time.now & Created_at are different? Ruby on Rails,ruby-on-rails
Changing the address of a variable,c
Pointers and loops in C,c
"Is it possible to `splice()` from a socket to a buffer with ""zero-copy""?",c
Multiplying single precision float with 2,c
How to interpret this IA32 assembly code,c
What does strpbrk stand for?,c
Creating multiple linked lists from one structure,c
C compiler cannot create executables on Linux system,c
Cross-Compile using Shared Libraries,c
undefined method `new_confirmation_path' Confirmation Module Devise + MongoID,ruby-on-rails
View macro expanded version of source while debugging,c
Rails Array Conditions Query,ruby-on-rails
undefined method `find_each' for []:Array,ruby-on-rails
variable modified at file scope Struct C,c
How does local_assigns work in Rails?,ruby-on-rails
Why the fwrite libc function is faster than the syscall write function?,c
How to write to a second column in excel in C,c
How to alias C library functions?,c
Print last character from word from char array,c
fprintf, error: format not a string literal and no format arguments [-Werror=format-security
Rails 3 validates uniqueness with conditions,ruby-on-rails
Segmentation Fault when using scanf with 3 input variables,c
How to Convert double to int in C?,c
how to make a simple synchronization between two processes,c
Get random port for UDP socket,c
heroku toolbelt breaks rails,ruby-on-rails
Rails belongs_to association (with :class_name) returns nil,ruby-on-rails
Rails 3 + Devise: log out user after timeout,ruby-on-rails
How to add a class to a erb ruby element?,ruby-on-rails
carrierwave: point to existing image,ruby-on-rails
Clone-equivalent of fork?,c
Scan a file to search pre-defined c keywords and print them on console,c
Heroku router errors H13 logged by LogEntries,ruby-on-rails
Rails 4 ActiveRecord::AssociationTypeMismatch,ruby-on-rails
running Rails console in production,ruby-on-rails
Pointer Arithmetic in C,c
Using Passenger with Rails and Apache 2 / SpawnPreparer Permission denied,ruby-on-rails
$ gem update --system > Unable to require openssl,ruby-on-rails
Why to return pointer after inserting node in Link Lists,c
Creating a calculator in C,c
ActionView::Template::Error ('twitter/bootstrap/bootstrap.less' wasn't found,ruby-on-rails
